pid,old-pid,gid,unique gid,goaldisrupted,old-cid,goal-statement,Goal categories,,cid,uniquecid,Goal scope,rep-id,circumstance,Situation that occurred ,Repeating for another goal,Life Event?,Pre-existing?,Duplicate?,how-long,frequency,affect-wellbeing,affect-logistical,Disruption labor produced,Disruption labor produced,Disruption labor produced,affect-goal,change,Goal changes,,,,,,
S62,S65,goal1,S62goal1,S62goal2,circ1,Trying to quit smoking,Nutrition,,circ1,S62goal1circ1,Medium term,,Stress from everyday problems,Internal - Feelings and thoughts,,No,No,,multiple months to a year,daily,NA,,Emotional,,,It just seems that stress makes me want to smoke more.l,Substituting nicotene lozenges for cigarettes,Changed strategy,,,,,,
S62,S65,goal2,S62goal2,,circ1,Trying to save some money,Financial Stability/Safety,,circ1,S62goal2circ1,Medium term,,Buying cigarettes,Finances,,No,No,,multiple months to a year,daily,Cigarettes make you sick.,NA,Financial,,,It's hard to save if you're spending $200 a month on cigarettes,I save first before buying cigarettes,Changed strategy,,,,,,
S62,S65,goal3,S62goal3,,circ1,Trying to be more active?,Physical Activity,,circ1,S62goal3circ1,Medium term,,"Being sick,",Health,,No,No,,multiple days to a week,every 6 months,Tired and little to no appetite,NA,Emotional,,,NA,Was just too tired! I had to wait to feel better,Paused,,,,,,
S63,S66,goal1,S63goal1,S63goal2,circ1,Leg stregnth,Health - other,,circ1,S63goal1circ1,Medium term,,Malaise,Pain,,No,No,,more than half a day to a day,weekly,na,,No response,,,na,Skipped exeercises,Skipped,,,,,,
S63,S66,goal2,S63goal2,,circ1,Sense of balance,Health - other,,circ1,S63goal2circ1,Medium term,,Same as leg strength,Pain,,No,No,,more than half a day to a day,every other week,na,na,No response,,,na,No change,No change,,,,,,
S64,S67,goal1,S64goal1,,circ1,stay out of the sun,Health - other,,circ1,S64goal1circ1,Medium term,,running errands that keep me outdoors longer than I like,Resources,,No,No,,an hour or less,weekly,It doesn't affect me directly on that day unless I stay out long enough to get sunburned.,,Physical,Logistical,,Had to visit my mother in law at her facility. then we ran errands and stopped at several stores and had to park far away.,I was outside in the sun as little as I could. I stayed in the shade as much as I could.,Changed strategy,,,,,,
S64,S67,goal2,S64goal2,,circ1,eating fresh fruit and vegetables daily,Nutrition,,circ1,S64goal2circ1,Medium term,,I wasn't home much,Travel,,No,No,,an hour or less,weekly,NA,I had to prepare quick meals that weren't as nutritious as they could have been,Logistical,,,I couldn't take the time to prepare vegetables or go to the store to buy produce.,I had to eat what could be prepared with little effort,Changed strategy,,,,,,
S65,S68,goal1,S65goal1,,circ1,Putting my daughter through 4 years of college.,Social connection,,circ1,S65goal1circ1,Long term,,Rising Property Taxes and insurance premiums,Finances,,No,No,,multiple weeks to a month,every 6 months,"Costs rising at insane percentages, needing help from the government to make interest rates closer to normal and fair and conquer inflation",,Financial,,,"Was taking more of my monthly budget than anticipated, forcing me to direct money from other sources.",Forced to work more hours over next few weeks.,Changed strategy,,,,,,
S65,S68,goal2,S65goal2,,circ1,Setting up the final years of work before a successful retirement,Financial Stability/Safety,,circ1,S65goal2circ1,Long term,,Rising property tax costs and high interest rates on credit card debt,Finances,,No,No,,longer than a year,every 6 months,Puts stress on me to reach both major roles,NA,Emotional,,,NA,Perhaps extending my already late retirement rate.,Changed strategy,,,,,,
S66,S69,goal1,S66goal1,,circ1,Daily exercise,Physical Activity,,circ1,S66goal1circ1,Medium term,,Maintaining a routing because of work,Work,,No,No,,an hour or less,weekly,It added to my recovery time on the next workout.,,Physical,,,I wasn't able to workout consistently,I tacked on any extra time I missed to the next workout.,Changed strategy,,,,,,
S66,S69,goal2,S66goal2,,circ1,financial security and retirement,Financial Stability/Safety,,circ1,S66goal2circ1,Long term,,Less clients,Work,,No,No,,multiple days to a week,every other week,Gave me motivation to work harder,na,Emotional,Financial,,Less capitol inflow,Invested in marketing,Changed strategy,,,,,,
S67,S70,goal1,S67goal1,,circ1,Save for retirement,Financial Stability/Safety,,circ1,S67goal1circ1,Long term,,Unexpected car repair,Finances,,No,No,,more than half a day to a day,yearly or less,It upset me emotionally.,,Emotional,Financial,,I had to spend money on the car and not put it towards retirement.,I simply extended the timeline.,Changed strategy,,,,,,
S67,S70,goal2,S67goal2,,circ1,Lose weight,Weight management,,circ1,S67goal2circ1,Long term,,Ate out at a restaurant for my anniversary.,Social interaction - other,,No,No,,multiple days to a week,yearly or less,It actually made me better because I ate what I wanted and enjoyed it.,NA,No labor- positive disruption,,,I did not follow my dietary regimen and gained weight after eating out.,I simply decided to eat less food the next day to compensate for my indulgence.,Changed strategy,,,,,,
S68,S71,goal1,S68goal1,,circ1,Losing weight,Weight management,,circ1,S68goal1circ1,Long term,,Inability to walk,Pain,,No,No,,multiple days to a week,daily,Negatively impacted my overall health including mood,NA,Emotional,,,It made it more difficult to burn calories,I restricted my intake,Changed strategy,,,,,,
S68,S71,goal1,S68goal1,,circ2,Losing weight,Weight management,,circ2,S68goal1circ2,Long term,,Cravings,Internal - Feelings and thoughts,,No,No,,multiple days to a week,daily,Made losing weight difficult,NA,Emotional,,,Made it difficult to control intake,Tried this control them,Changed strategy,,,,,,
S68,S71,goal2,S68goal2,S68goal1,circ1,Walking for exercise,Physical Activity,,circ1,S68goal2circ1,Medium term,,Pulled a muscle last night,Pain,,No,No,,multiple days to a week,daily,It created discomfort and made movement difficult,NA,Physical,,,I am not able to walk until I get better,I postponed it and rested,Changed strategy,,,,,,
S69,S72,goal1,S69goal1,S69goal2,circ1,Lose weight - target 160lb,Weight management,,circ1,S69goal1circ1,Long term,r23,Travel makes it difficult to workiut,Travel,Yes,No,No,,multiple days to a week,every 6 months,Makes me catch up which is difficult,,No response,,,Traveling breaks my workout routine and schedule,I did not change that goal.,Skipped,,,,,,
S69,S72,goal1,S69goal1,,circ2,Lose weight - target 160lb,Weight management,,circ2,S69goal1circ2,Long term,,Eating out while traveling,Travel,,No,No,,multiple days to a week,every 6 months,Adds stress,Nibe,Emotional,,,Sometimes difficult to find healthy choices,Look for healthy choices,Skipped,,,,,,
S69,S72,goal2,S69goal2,,circ1,Reduce waist circumference - 35 in,Health - other,,circ1,S69goal2circ1,Long term,r23,Disruption in workout routine and schedule,Travel,Yes,No,No,,multiple days to a week,every 6 months,Adds stress,None,Emotional,,,Cannot maintain the same I tensity,Did not change the goal,No change,,,,,,
S70,S73,goal1,S70goal1,,circ1,Exercising after valves put in my lungs to increase percentage of lung capacity,Physical Activity,,circ1,S70goal1circ1,Medium term,,Vacation end,Travel,,No,No,,multiple days to a week,every 6 months,While I dud miss my 3xercises my steps totaal was exceeded doing other things,,No response,,,Na,I did not do any of my exercises the 4 days we were gone,Changed strategy,,,,,,
S70,S73,goal2,S70goal2,,circ1,Want to lose 20 more pounds,Weight management,,circ1,S70goal2circ1,Long term,,Vacation. I overate and exceeded my calorie limit for every day we were away,Travel,,No,No,,multiple days to a week,every 6 months,Luckily I exercised enough so my weight only went up a couple pounds,NA,No response,,,Na,Once we returned I immediately went back to logging ll my food and got back on trac,Changed strategy,,,,,,
S71,S74,goal1,S71goal1,,circ1,Lose weight,Weight management,,circ1,S71goal1circ1,Long term,,weather interfering with exercise,Weather,,No,No,,multiple days to a week,weekly,I was not able to get the exercise which also has positive emotional and stress relief benefits in addition to the burning of calories.,,Emotional,,,Losing weight is both about controlling intake as well as increasing caloric burn (thus improving metabolism as well). I use intense bicycling as a form of exercise to achieve the caloric burn portion,I was able to work in some indoors exercise but not to the same extent as to be an actual replacement,Changed strategy,,,,,,
S71,S74,goal1,S71goal1,,circ2,Lose weight,Weight management,,circ2,S71goal1circ2,Long term,,earning opportunity interfering with time for exercise,Work,,No,No,,an hour or less,weekly,I was not able to lose weight which impacted mental health beyond the brain chemistry and stress relief benefits of exercise.,none,Emotional,,,I was not able to engage in exercise to burn calories to help me lose the weight,kept the goal would just work on it another day,Changed strategy,,,,,,
S71,S74,goal1,S71goal1,,circ3,Lose weight,Weight management,,circ3,S71goal1circ3,Long term,,need to not exercise after medical appointment,Pain,,No,No,,more than half a day to a day,monthly,Provided some frustration and prevented me from getting the mental health benefits of exercise,none,Emotional,,,I was not able to get exercise to burn calories (and get the other benefits of exercise),No change possible to get the caloric burn since I need to avoid getting my blood pressure up for a day,Changed strategy,,,,,,
S71,S74,goal2,S71goal2,,circ1,Improve quality of sleep,Sleep,,circ1,S71goal2circ1,Medium term,,Need to get up early for meeting,Work,,No,No,,more than half a day to a day,weekly,Made me be drowsy all day,none,Physical,,,The anxiety over not sleeping affected my quality of sleep in addition to the insufficient sleep (and thus lack of overall quality) due to the meeting,"Goal was not changed, just had to make do that day with being drowsy.",Changed strategy,,,,,,
S71,S74,goal3,S71goal3,,circ1,Improve cardio health,Health - other,,circ1,S71goal3circ1,Long term,,medical appointment,Pain,,No,No,,more than half a day to a day,monthly,Provided frustration and prevented brain chemistry and stress relief benefits from exercise,none,Emotional,,,I had to avoid any strenuous physical activity to keep my blood pressure from getting too high so I couldn't exercise,"Goal did not change, just couldn't do the exercise to improve cardio health",Changed strategy,,,,,,
S71,S74,goal4,S71goal4,,circ1,save for retirement,Financial Stability/Safety,,circ1,S71goal4circ1,Long term,r24,Insufficient income,Finances,Yes,No,Yes,,multiple months to a year,daily,Mental health issues due to the financial situation,none,Emotional,Financial,,I was not able to put any money aside from recent earnings since they were insufficient to meet expenses,"No changes, goal is still there, just need to increase household income",No change,,,,,,
S71,S74,goal5,S71goal5,,circ1,save for house,Housing,,circ1,S71goal5circ1,Long term,r24,insufficient income,Finances,Yes,No,Yes,,multiple months to a year,daily,I was not able to put any money aside from recent earnings since they were insufficient to meet expenses,none,Financial,,,Goal is still there just need to increase income to be able to save for it,,No change,,,,,,
S72,S75,goal1,S72goal1,,circ1,Lose 20 Lbs and build muscle mass and definition,Physical Activity,,circ1,S72goal1circ1,Long term,,Too busy and tired when I would have time to work on it,Internal - Feelings and thoughts,No,No,No,No,more than an hour to half a day,weekly,I felt disappointed,NA,Emotional,,,It disrupted my goal by making it so I didn't work on it at all,I skipped it,Skipped,,,,,,
S72,S75,goal1,S72goal1,,circ2,Lose 20 Lbs and build muscle mass and definition,Physical Activity,,circ2,S72goal1circ2,Long term,,Didn't have motivation on days I had free,Internal - Feelings and thoughts,No,No,No,No,multiple days to a week,weekly,I think it was part of a larger depressive episode.,I went hiking and did manual labor.,Emotional,Logistical,,NA,I just completely ignored it and tried to put it out of my mind,Skipped,,,,,,
S72,S75,goal2,S72goal2,,circ1,Develop new techniques in 3d animation and 3d art,Education/Learning,,circ1,S72goal2circ1,Medium term,,"The rendering process takes awhile, so I can't use my computer during those times.",Resources,No,No,No,No,more than an hour to half a day,weekly,It made me a bit frustrated and im already impatient so it added to my agitation.,I brainstormed.,Emotional,Logistical,,NA,Theres nothing I can really do besides save up for a more powerful computer,Changed strategy,,,,,,
S73,S76,goal1,S73goal1,,circ1,I'm focusing on staying active by hiking regularly,Physical Activity,,circ1,S73goal1circ1,Medium term,,NA,No disruption,,,,,No response,No response,none,none,No response,,,none,"I didn't let anything get in the way of my hiking goal in the last couple of days. I made sure to stick to my plan and hit the trails as I had intended. It was a refreshing experience, and I'm glad I stayed committed to my goal.",No response,not a disruption,,,,,
S73,S76,goal2,S73goal2,,circ1,I'm actively working on is practicing mindfulness and meditation to help reduce stress and improve my mental well-being,Mental health and wellbeing,,circ1,S73goal2circ1,Aspirational,,NA,No disruption,,,,,No response,No response,none,none,No response,,,none,I made sure to prioritize my mindfulness and meditation practice despite the challenges that came with NA. It helped me stay grounded and manage the stress effectively,No response,not a disruption,,,,,
S74,S77,goal1,S74goal1,,circ1,To lose 15 lbs,Weight management,,circ1,S74goal1circ1,Medium term,,Very difficult to eat well during school year.,Work,No,No,Yes,No,multiple months to a year,daily,I know it goes against where I want to be with my body image.,Look up and plan a couple healthier meals myself during week.,Emotional,Logistical,,Plan to eat healthier meals and only 1 serving during the work week.,To eat better healthier breakfasts and do more steps daily during the week before work.,Changed strategy,,,,,,
S74,S77,goal1,S74goal1,,circ2,To lose 15 lbs,Weight management,,circ2,S74goal1circ2,Long term,,Very hard to workout unless I get up very early,Caregiving,No,No,No,No,longer than a year,weekly,I would feel better physically and mentally.,N/A,No response,,,Go to bed earlier to wake up earlier.,Set an alarm and do it anyway for yourself and your kids.,Changed strategy,,,,,,
S74,S77,goal1,S74goal1,,circ3,To lose 15 lbs,Weight management,,circ3,S74goal1circ3,Long term,,Over 40 years old now,Internal - Feelings and thoughts,No,No,Yes,No,longer than a year,daily,Less energy makes it hard to get up early.,NA,Emotional,,,It is natural for Testosterone to lower and metabolism to slow after 40 years old.,Find new ways to raise my Testosterone naturally.,Changed strategy,,,,,,
S74,S77,goal2,S74goal2,,circ1,To master my new job and help others succeed.,Work/Career,,circ1,S74goal2circ1,Long term,,NA,No disruption,,,,,No response,No response,Fell like I don't know what I don't know,NA,No response,,,NA,I work hard at learning what I don't know and anticipating what could go wrong.,No response,,,,,,
S74,S77,goal3,S74goal3,,circ1,Improve my marriage,Social connection,,circ1,S74goal3circ1,Long term,,Lack of time together,Social interaction - other,No,No,No,No,longer than a year,daily,I miss my wife.,NA,Emotional,,,Can't make each other happy when not together.,Make plans for a date once every 2 weeks.,Changed strategy,,,,,,
S74,S77,goal4,S74goal4,,circ1,Improve my relationship with my kids.,Social connection,,circ1,S74goal4circ1,Long term,,They are becoming older and have less in common with dad. During the school we are all busy.,Social interaction - other,No,No,Yes,No,multiple days to a week,daily,IT makes me sad when they don't have time for dad.,NA,Emotional,,,Less time and energy to do things together,Take an interest in their things more and invite them to my things but don't get upset if they don't want to do them.,Changed strategy,,,,,,
S75,S78,goal1,S75goal1,,circ1,Ensuring I eat three nutritious and well-balanced meals each day,Nutrition,,circ1,S75goal1circ1,Medium term,,Had emergency gardening after storm,Work,No,No,No,No,more than an hour to half a day,monthly,It was hot and exhausting but it gave me a sense of satisfaction after finishing,Moving a large branch that had fallen on plants and patio furniture using a lopper to remove the branch piecemeal,Physical,,,None,I ate two meals instead of three. Added a light snack,Skipped,,,,,,
S75,S78,goal1,S75goal1,,circ2,Ensuring I eat three nutritious and well-balanced meals each day,Nutrition,,circ2,S75goal1circ2,Medium term,,Had breakfast too late so it merged into lunch,Diet,No,No,No,No,more than an hour to half a day,monthly,Tired from the gardening so not really noticeable,None,Physical,,,None,Brunch instead of the usual two meals,Skipped,,,,,,
S75,S78,goal2,S75goal2,,circ1,"Keeping active for the most part, walking or elliptical when seated",Physical Activity,,circ1,S75goal2circ1,Medium term,,NA,No disruption,,,,,No response,No response,None,None,No response,,,No disruption,No modifications,No change,,,,,,
S75,S78,goal3,S75goal3,,circ1,Decluttering and organizing house,Cleaning/organizing,,circ1,S75goal3circ1,Medium term,,NA,No disruption,,,,,No response,No response,None,None,No response,,,No disruption none,Every day I do a bit of decluttering,Changed strategy,,,,,,
S76,S79,goal1,S76goal1,,circ1,Weight loss,Weight management,,circ1,S76goal1circ1,Long term,,No desire to exercise after work,Internal - Feelings and thoughts,No,No,No,No,multiple days to a week,weekly,feel sluggish and stiff,lack of energy,Emotional,Physical,,N/A,I decided to take a short walk after work,Changed strategy,,,,,,
S76,S79,goal1,S76goal1,,circ2,Weight loss,Weight management,,circ2,S76goal1circ2,Long term,,eating late night snacks,Diet,No,No,No,No,multiple weeks to a month,weekly,It was a temporary feel good and not healtho,N/A,Emotional,,,its empty calories and no time to exercise,Try not to eat after 10pm,Changed strategy,,,,,,
S76,S79,goal2,S76goal2,,circ1,finding an adjunct faculty position,Work/Career,,circ1,S76goal2circ1,Long term,,Too tired to apply for open positions,Internal - Feelings and thoughts,No,No,No,No,multiple weeks to a month,weekly,felt frustrated about the numerous rejections,None,Emotional,,,NA,I would check emails from.job boards more often,Changed strategy,,,,,,
S76,S79,goal2,S76goal2,,circ2,finding an adjunct faculty position,Work/Career,,circ2,S76goal2circ2,Long term,,feeling frustrated by the process,Internal - Feelings and thoughts,No,No,No,No,multiple days to a week,weekly,felt like a failure,keep trying and remain hopeful,Emotional,,,none,Work toward overcoming being discouraged by rejections,Changed strategy,,,,,,
S77,S80,goal1,S77goal1,,circ1,Reduce my A1C glucose level to below 7.0.,Health - other,,circ1,S77goal1circ1,Long term,,Change in medication,Health,No,No,No,No,multiple months to a year,weekly,Created more stress in maintaining my blood glucose levels.,Walked and exercised now. Watched my diet.,Emotional,Logistical,,"I had to start my new medication at Lowe's dosage, which made it difficult to control my blood sugar.",I switched to a new medication and am now at recommended dose.,Changed strategy,,,,,,
S77,S80,goal1,S77goal1,,circ2,Reduce my A1C glucose level to below 7.0.,Health - other,,circ2,S77goal1circ2,Long term,,Did not focus on diet,Diet,No,No,No,No,more than half a day to a day,daily,More stress,Exercised more. Took more blood glucose readings.,Emotional,Logistical,,"I had to watch my diet more closely, which fixed me to make more changes in response to my blood glucose levels.",I had to mute closely monitor my blood sugar levels and responded when levels were high.,Changed strategy,,,,,,
S77,S80,goal2,S77goal2,,circ1,Reduce weight to below 168 lbs.,Weight management,,circ1,S77goal2circ1,Long term,,Vacation,Travel,No,No,No,No,multiple days to a week,daily,More stress,Tried to eat healthy during breakfast,Emotional,Logistical,,Unable or chose not to modify diet.,Ate for enjoyment on vacation and figured on diet when I returned home.,Paused,,,,,,
S77,S80,goal3,S77goal3,,circ1,"Save $2000 in emergency funds by December 31, 2024.",Financial Stability/Safety,,circ1,S77goal3circ1,Long term,,Unexpected expenses with surgery for dog,Finances,No,No,No,No,multiple weeks to a month,monthly,Additional stress,Greater focus on saving more money later on.,Emotional,Financial,,Reduced emergency funds money saved to pay for surgery,Used emergency funds to pay for surgery,Skipped,,,,,,
S78,S81,goal1,S78goal1,,circ1,keeping my blood presure down,Health - other,,circ1,S78goal1circ1,Medium term,,na,No disruption,,,,,No response,No response,did not,none,No response,,,no disruption,taking my blood pressure med eatting right,No response,,,,,,
S78,S81,goal2,S78goal2,,circ1,paying off my bills,Financial Stability/Safety,,circ1,S78goal2circ1,Medium term,,being paided once a month,Finances,No,No,No,No,multiple weeks to a month,daily,i can only pay a little At a time,it takes longer to pay off,Financial,,,i can only pay a little At a time,I could only pay a little on the bill,Changed strategy,,,,,,
S78,S81,goal3,S78goal3,,circ1,clearing my farm,Cleaning/organizing,,circ1,S78goal3circ1,Medium term,,my tractor broke down/ can not cleat trees without tractor,Resources,No,No,No,No,multiple months to a year,daily,none,none,No response,,,I have to wait until my tractor is repaired,I have to wait until my tractor is repaired,No change,,,,,,
S79,S83,goal1,S79goal1,,circ1,going for a retirement trip,Recreation,,circ1,S79goal1circ1,Medium term,,NA,No disruption,,,,,No response,No response,none,none,No response,,,na,No reason,No response,,,,,,
S79,S83,goal2,S79goal2,,circ2,buying a condo,Housing,,circ1,S79goal2circ1,Long term,,economy,Finances,No,No,No,No,longer than a year,yearly or less,none,none,No response,,,the system was bad/ realised it was too expensive,the economy kept becoming bad/ i postponed it,Changed time,,,,,,
S80,S84,goal1,S80goal1,,circ1,Reading one book related to personal development or a new skill each month to support ongoing learning and growth.,Education/Learning,,circ1,S80goal1circ1,Medium term,,"Had a sudden work deadline that required extra hours, leaving little time for reading.",Work,No,No,No,No,multiple weeks to a month,weekly,The lack of time for relaxation and personal interests contributed to feelings of frustration and exhaustion.,I had to stay late at the office and also had to reschedule other personal commitments to meet the work deadline.,Emotional,Logistical,,"The sudden work deadline meant I had to prioritize work tasks over personal reading, leading to a delay in achieving my reading goal for the month","I rescheduled my reading goal for the month to allow more time to catch up later. I also decided to break down the reading into smaller, more manageable chunks to fit into brief breaks during busy days.",Rescheduled,,,,,,
S80,S84,goal1,S80goal1,,circ2,Reading one book related to personal development or a new skill each month to support ongoing learning and growth.,Education/Learning,,circ2,S80goal1circ2,Medium term,,"Encountered a technical issue with an e-reader or reading app, which disrupted access to the book",Resources,No,No,No,No,an hour or less,every 6 months,"It caused some frustration and increased my stress as I struggled to find a solution, which impacted my overall sense of productivity and relaxation","I spent time troubleshooting the app or device, which involved searching for solutions online or contacting customer support",Emotional,Logistical,,"The technical issue delayed my progress with the current book, making it difficult to keep up with my reading goal for the month","I rescheduled my reading goal for the month to allow more time to catch up later. I also decided to break down the reading into smaller, more manageable chunks to fit into brief breaks during busy days",Rescheduled,,,,,,
S80,S84,goal2,S80goal2,,circ1,Reconnecting with a friend or family member every two weeks to strengthen social connections and maintain meaningful relationships,Social connection,,circ1,S80goal2circ1,Medium term,,"Had an unexpected family emergency that required immediate attention, leaving little time for personal communication",Social interaction - other,No,No,No,No,multiple weeks to a month,monthly,"It caused significant stress and anxiety, which made me feel overwhelmed and guilty about not being able to keep up with my social connections.","I had to handle urgent family matters, which included coordinating with other family members and managing logistics related to the emergency.",Emotional,Logistical,,"The emergency diverted my focus and time away from maintaining regular contact with friends and family, leading to delays in reaching out",I rescheduled my planned reconnections to later in the month and prioritized immediate family needs. I also adjusted the frequency of outreach to fit my new schedule.,Rescheduled,,,,,,
S80,S84,goal2,S80goal2,,circ2,Reconnecting with a friend or family member every two weeks to strengthen social connections and maintain meaningful relationships,Social connection,,circ2,S80goal2circ2,Medium term,,"Experienced technical difficulties with phone or messaging apps, which made it hard to reach out to friends or family",Resources,No,No,No,No,multiple weeks to a month,monthly,"It led to feelings of frustration and a sense of disconnection, causing anxiety about not meeting my social goals and potentially losing touch with important relationships.","I spent time troubleshooting the technical issues, which involved researching solutions online or seeking help from tech support.",Emotional,Logistical,,"The technical difficulties prevented timely communication, which disrupted the regular schedule I had set for maintaining connections and led to delays in reaching out.","switched to alternative communication methods, such as using email or social media platforms, to stay in touch. I also extended the timeframe for reaching out to make up for the lost time.",Changed strategy,,,,,,
S80,S84,goal3,S80goal3,,circ1,Engaging in daily mindfulness meditation for 10 minutes to improve mental clarity and reduce stress,Mental health and wellbeing,,circ1,S80goal3circ1,Medium term,,"Had a noisy environment due to ongoing home repairs, which made it difficult to find a quiet space for meditation.",Resources,No,No,No,No,multiple days to a week,weekly,"It increased my stress and frustration, making it harder to find relaxation and contributing to a sense of irritation and distraction.","I had to find alternative quiet spaces or times to meditate, and spent time adjusting my meditation setup to accommodate the noise.",Emotional,Logistical,,"The constant noise made it challenging to focus and create a calming atmosphere, which disrupted my ability to fully engage in and benefit from the meditation practice.",I modified my practice by using noise-canceling headphones and guided meditation apps that can help block out background noise. I also adjusted the timing to meditate during quieter moments of the day,Changed strategy,,,,,,
S80,S84,goal4,S80goal4,,circ1,Completing a 30-minute workout session at least four times a week to enhance physical fitness and overall health.,Physical Activity,,circ1,S80goal4circ1,Medium term,,"Felt unusually fatigued due to a poor night's sleep, which made it difficult to complete the workout session",Pain,No,No,No,No,multiple days to a week,weekly,"The fatigue contributed to increased irritability and a sense of frustration, as well as physical discomfort from lack of rest, which impacted my overall mood and productivity","I focused on getting extra rest and adjusted my schedule to accommodate a longer recovery period, including taking it easy and possibly delaying other planned activities to manage the fatigue.",Emotional,Logistical,Physical,"The fatigue prevented me from having the energy and motivation needed to complete the workout session, causing me to miss a scheduled session and potentially fall behind on my weekly fitness goal",,Skipped,,,,,,
S81,S85,goal1,S81goal1,,circ1,Saving $100 every week for down payment for new car,Financial Stability/Safety,,circ1,S81goal1circ1,Medium term,,Had a sudden bill come up and couldn't put all of $100 to the savings,Finances,No,No,No,No,an hour or less,monthly,I didn't want to get to disappointed in myself but honestly feel good that I was able to put half of that. Being optimistic telling myself something is better than nothing.,NA,Emotional,,,I had to pay a sudden bill that came up that put in a financial position unable to put full $100 to the savings that week,Instead of full $100 I put half so it would at least be something than nothing.,Changed strategy,,,,,,
S81,S85,goal2,S81goal2,,circ1,30 min of meditation with no disturbance to improve my mental well being,Mental health and wellbeing,,circ1,S81goal2circ1,Medium term,,NA,No disruption,,,,,No response,No response,I had no disruption. If anything my meditation helped me with my anxiety from not being able to put the full amount I usually put each week,na,No labor- positive disruption,,,na,No disturbance at all. This one thing I take out the time of the day for myself. Because this time is much needed for my overall mental well-being.,No change,,,,,,
S81,S85,goal3,S81goal3,,circ1,"3x 10 min stretches starting from morning when I wake up to noon around lunch time, and one before I go to bed to keep my body flexible and not so tight",Physical Activity,,circ1,S81goal3circ1,Medium term,,"Maybe one time around lunch time when I had a short lunch and I was on a tight schedule, rushing to eat and go back to work",Work,No,No,No,No,No response,No response,,,No response,,,,,No response,,,,,,
S82,S86,goal1,S82goal1,,circ1,Practicing mindfulness daily to improve mental health.,Mental health and wellbeing,,circ1,S82goal1circ1,Medium term,,Worked late and felt too exhausted.,Work,No,No,No,No,more than an hour to half a day,daily,Felt slightly guilty for not following through.,None,Emotional,,,None,I rescheduled mindfulness practice for the next morning.,Rescheduled,,,,,,
S82,S86,goal1,S82goal1,,circ2,Practicing mindfulness daily to improve mental health.,Mental health and wellbeing,,circ2,S82goal1circ2,Medium term,,Unexpected family visit disrupted routine.,Social interaction - other,No,No,No,No,multiple days to a week,weekly,Felt slightly overwhelmed with less time for self-care.,Spent extra time socializing with family.,Emotional,,,None,I shortened my mindfulness session to 10 minutes.,Changed time,,,,,,
S82,S86,goal2,S82goal2,,circ1,Gardening on weekends to stay active and relax.,Recreation,,circ1,S82goal2circ1,Medium term,,,No disruption,,,,,No response,No response,,,No response,,,,,No response,,,,,,
S83,S87,goal1,S83goal1,,circ1,Write in my journal at least 4 times a week.,Mental health and wellbeing,,circ1,S83goal1circ1,Medium term,r25,Had to work on the weekend and came home late.,Work,Yes,No,No,No,more than an hour to half a day,weekly,Didn't feel as refreshed and had more of my mental burden kept inside.,"Wrote more than one entry the next day at different points in the day, which I don't usually do.",Emotional,Logistical,,Didn't have enough time and mental space to write for a long period of time because I had already been drained throughout the day.,I was only able to journal for 5 minutes instead of my usual 15-20 and wasn't able to go as deep.,Changed time,,,,,,
S83,S87,goal1,S83goal1,,circ2,Write in my journal at least 4 times a week.,Mental health and wellbeing,,circ2,S83goal1circ2,Medium term,,Had plans with friends so personal free time was more limited.,Social interaction - other,No,No,No,No,more than an hour to half a day,weekly,I felt refreshed being around people and spending time with good people so didn't need the mental reset of writing.,I was able to write about my time with others and the thoughts and feelings that came up during that time the next time I journaled.,Emotional,Logistical,,I was able to have fun with others and enjoy myself.,I didn't spend time and energy writing at all.,Skipped,,,,,,
S83,S87,goal2,S83goal2,,circ1,Lose approximately two pounds a week for the next month.,Weight management,,circ1,S83goal2circ1,Medium term,r25,Had a busy day at work so wasn't able to cook.,Work,Yes,No,No,No,more than an hour to half a day,weekly,"It was nice not to have to put effort in to eat, but I paid for it later with more mental anguish over the wasted calories and overeating.",I had to be more restrictive with my food later in the week to try and adjust.,Emotional,Logistical,,I ate more calories than intended and budgeted for.,I ate out with fast food and didn't know the calorie count as well.,Skipped,,,,,,
S83,S87,goal2,S83goal2,,circ2,Lose approximately two pounds a week for the next month.,Weight management,,circ2,S83goal2circ2,Medium term,r25,Wasn't able to exercise as much because work ran long.,Work,Yes,No,No,No,an hour or less,weekly,I felt more tense and gross and like I didn't have willpower.,I felt less motivated to keep working out and had to push myself harder to get up and exercise.,Emotional,,,I wasn't able to move my body and get out the tension of the day and work towards treating it right.,I was only able to do an active workout for 10 minutes instead of 30.,Changed time,,,,,,
S84,S88,goal1,S84goal1,,circ1,"save $5,000",Financial Stability/Safety,,circ1,S84goal1circ1,Long term,,car maintenance,Finances,No,No,No,No,multiple months to a year,every 6 months,inceased anxiety,NA,Emotional,,,none,my goal timeline will increase due to the cost of an unexpected car bill,Changed time,,,,,,
S84,S88,goal1,S84goal1,,circ2,"save $5,000",Financial Stability/Safety,,circ2,S84goal1circ2,Long term,,unexpected bills,Finances,No,No,No,No,multiple months to a year,every 6 months,increased anxiety,none,Emotional,,,none,it increased my timeline of how long I will need to save up.,Changed time,,,,,,
